query,answer,
Hiệu trưởng trường Đại học Bách Khoa thành phố Hồ Chí Minh hiện tại là ai?,Hiệu trưởng trường Đại học Bách Khoa thành phố Hồ Chí Minh hiện tại là GS. TS. Mai Thanh Phong,
Hiệu trưởng trường hiện tại là ai?,Hiệu trưởng trường Đại học Bách Khoa thành phố Hồ Chí Minh hiện tại là GS. TS. Mai Thanh Phong,
GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
GS. TS. Mai Thanh Phong là hiệu trưởng của trường phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
Hiệu trưởng Trường ĐHBK hiện tại là ai?,Hiệu trưởng trường Đại học Bách Khoa thành phố Hồ Chí Minh hiện tại là GS. TS. Mai Thanh Phong,
GS. TS. Mai Thanh Phong là hiệu trưởng của trường ĐHBK TP.HCM phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
Trường ĐHBK TP.HCM hiện tại do ai giữ chức hiệu trưởng?,"Hiện tại, chức hiệu trưởng trường Đại học Bách Khoa TP.HCM do GS. TS. Mai Thanh Phong giữ.",
Ai đang giữ chức hiệu trưởng tại trường ĐHBK TP.HCM?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại trường ĐHBK TP.HCM?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
"Hiện tại, hiệu trưởng trường ĐHBK TP.HCM là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
Chức hiệu trưởng trường ĐHBK TP.HCM hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Ai là người đang giữ chức hiệu trưởng trường ĐHBK TP.HCM?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại trường ĐHBK TP.HCM?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
Hiệu trưởng trường ĐHBK TP.HCM hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của trường ĐHBK TP.HCM?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong là hiệu trưởng của Trường ĐHBK phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
Ai đang giữ chức hiệu trưởng tại Trường ĐHBK?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại Trường ĐHBK?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
"Hiện tại, hiệu trưởng Trường ĐHBK là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
Chức hiệu trưởng Trường ĐHBK hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Ai là người đang giữ chức hiệu trưởng Trường ĐHBK?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại Trường ĐHBK?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
Hiệu trưởng Trường ĐHBK hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của Trường ĐHBK?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong là hiệu trưởng của trường BK TP.HCM phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
Trường BK TP.HCM hiện tại do ai giữ chức hiệu trưởng?,"Hiện tại, chức hiệu trưởng trường Đại học Bách Khoa TP.HCM do GS. TS. Mai Thanh Phong giữ.",
Ai đang giữ chức hiệu trưởng tại trường BK TP.HCM?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại trường BK TP.HCM?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
"Hiện tại, hiệu trưởng trường BK TP.HCM là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
Chức hiệu trưởng trường BK TP.HCM hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Ai là người đang giữ chức hiệu trưởng trường BK TP.HCM?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại trường BK TP.HCM?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
Hiệu trưởng trường BK TP.HCM hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của trường BK TP.HCM?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong là hiệu trưởng của trường DHBK TP.HCM phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
Trường DHBK TP.HCM hiện tại do ai giữ chức hiệu trưởng?,"Hiện tại, chức hiệu trưởng trường Đại học Bách Khoa TP.HCM do GS. TS. Mai Thanh Phong giữ.",
Ai đang giữ chức hiệu trưởng tại trường DHBK TP.HCM?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại trường DHBK TP.HCM?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
"Hiện tại, hiệu trưởng trường DHBK TP.HCM là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
Chức hiệu trưởng trường DHBK TP.HCM hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Ai là người đang giữ chức hiệu trưởng trường DHBK TP.HCM?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại trường DHBK TP.HCM?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
Hiệu trưởng trường DHBK TP.HCM hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của trường DHBK TP.HCM?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
Trường Đại học Bách Khoa TP.HCM hiện tại do ai giữ chức hiệu trưởng?,"Hiện tại, chức hiệu trưởng trường Đại học Bách Khoa TP.HCM do GS. TS. Mai Thanh Phong giữ.",
Trường TP.HCM hiện tại do ai giữ chức hiệu trưởng?,"Hiện tại, chức hiệu trưởng trường Đại học Bách Khoa TP.HCM do GS. TS. Mai Thanh Phong giữ.",
Ai đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
Ai đang giữ chức hiệu trưởng tại trường?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại trường Đại học Bách Khoa TP.HCM?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại trường?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
"Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
"Hiện tại, hiệu trưởng trường là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Chức hiệu trưởng trường hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Ai là người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
Ai là người đang giữ chức hiệu trưởng trường?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại trường Đại học Bách Khoa TP.HCM?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại trường?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Hiệu trưởng trường hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của trường?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
Hiệu trưởng Trường Đại học Bách Khoa Hồ Chí Minh hiện tại là ai?,Hiệu trưởng trường Đại học Bách Khoa thành phố Hồ Chí Minh hiện tại là GS. TS. Mai Thanh Phong,
GS. TS. Mai Thanh Phong là hiệu trưởng của Trường Đại học Bách Khoa Hồ Chí Minh phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
Trường Đại học Bách Khoa Hồ Chí Minh TP.HCM hiện tại do ai giữ chức hiệu trưởng?,"Hiện tại, chức hiệu trưởng trường Đại học Bách Khoa TP.HCM do GS. TS. Mai Thanh Phong giữ.",
Ai đang giữ chức hiệu trưởng tại Trường Đại học Bách Khoa Hồ Chí Minh?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại Trường Đại học Bách Khoa Hồ Chí Minh?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
"Hiện tại, hiệu trưởng Trường Đại học Bách Khoa Hồ Chí Minh là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
Chức hiệu trưởng Trường Đại học Bách Khoa Hồ Chí Minh hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Ai là người đang giữ chức hiệu trưởng Trường Đại học Bách Khoa Hồ Chí Minh?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại Trường Đại học Bách Khoa Hồ Chí Minh?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
Hiệu trưởng Trường Đại học Bách Khoa Hồ Chí Minh hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của Trường Đại học Bách Khoa Hồ Chí Minh?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
Hiệu trưởng Trường Đại học Bách Khoa là ai,Hiệu trưởng trường Đại học Bách Khoa Thành phố Hồ Chí Minh là GS. TS. Mai Thanh Phong,
GS. TS. Mai Thanh Phong là hiệu trưởng của trường DHBK TP.HCM phải không?,"Đúng, GS. TS. Mai Thanh Phong là hiệu trưởng của trường Đại học Bách Khoa TP.HCM.",
Trường DHBK TP.HCM hiện tại do ai giữ chức hiệu trưởng?,"Hiện tại, chức hiệu trưởng trường Đại học Bách Khoa TP.HCM do GS. TS. Mai Thanh Phong giữ.",
Ai đang giữ chức hiệu trưởng tại trường DHBK TP.HCM?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện đang do GS. TS. Mai Thanh Phong giữ.,
GS. TS. Mai Thanh Phong đang giữ chức gì tại trường DHBK TP.HCM?,GS. TS. Mai Thanh Phong hiện đang giữ chức hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
"Hiện tại, hiệu trưởng trường DHBK TP.HCM là ai?","Hiện tại, hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.",
Chức hiệu trưởng trường DHBK TP.HCM hiện nay do ai đảm nhận?,Chức hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay do GS. TS. Mai Thanh Phong đảm nhận.,
Ai là người đang giữ chức hiệu trưởng trường DHBK TP.HCM?,Người đang giữ chức hiệu trưởng trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
GS. TS. Mai Thanh Phong đang đảm nhận vị trí gì tại trường DHBK TP.HCM?,GS. TS. Mai Thanh Phong đang đảm nhận vị trí hiệu trưởng tại trường Đại học Bách Khoa TP.HCM.,
Hiệu trưởng trường DHBK TP.HCM hiện nay là ai?,Hiệu trưởng trường Đại học Bách Khoa TP.HCM hiện nay là GS. TS. Mai Thanh Phong.,
Ai là hiệu trưởng hiện tại của trường DHBK TP.HCM?,Hiệu trưởng hiện tại của trường Đại học Bách Khoa TP.HCM là GS. TS. Mai Thanh Phong.,
Trường có bao nhiêu hiệu phó và họ là ai?,Trường Đại học Bách Khoa có hai hiệu phó là PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ.,
Bạn biết ai là hiệu phó trường Đại học Bách Khoa không?,Hiệu phó trường Đại học Bách Khoa là PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ.,
Bạn biết ai là hiệu phó trường không?,Hiệu phó trường Đại học Bách Khoa là PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ.,
Hiệu phó trường Đại học Bách Khoa là những ai?,PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ là hiệu phó trường Đại học Bách Khoa.,
Hiệu phó trường là những ai?,PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ là hiệu phó trường Đại học Bách Khoa.,
PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ đang làm gì tại trường Đại học Bách Khoa?,PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ đang giữ chức vụ Phó Hiệu trưởng tại trường Đại học Bách Khoa.,
PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ đang làm gì tại trường?,PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ đang giữ chức vụ Phó Hiệu trưởng tại trường Đại học Bách Khoa.,
Trường Đại học Bách Khoa có những hiệu phó nào?,Trường Đại học Bách Khoa có hai hiệu phó là PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ.,
Trường có những hiệu phó nào?,Trường Đại học Bách Khoa có hai hiệu phó là PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ.,
Ai đang giữ chức vụ Phó Hiệu trưởng tại trường Đại học Bách Khoa?,PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ đang giữ chức vụ Phó Hiệu trưởng tại trường Đại học Bách Khoa.,
Ai đang giữ chức vụ Phó Hiệu trưởng tại trường?,PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ đang giữ chức vụ Phó Hiệu trưởng tại trường Đại học Bách Khoa.,
Bạn có thể cho biết tên của hiệu phó trường Đại học Bách Khoa không?,Tên của hiệu phó trường Đại học Bách Khoa là PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ.,
Bạn có thể cho biết tên của hiệu phó trường không?,Tên của hiệu phó trường Đại học Bách Khoa là PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ.,
Hiệu phó Trường Đại học Bách Khoa Hồ Chí Minh là ai?,Hiệu phó trường Đại học Bách Khoa là: PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ,
Bạn có thể cho biết hiệu phó của Trường Đại học Bách Khoa Hồ Chí Minh là ai không?,PGS. TS. Trần Thiên Phúc và PGS. TS. Phạm Trần Vũ đều là Phó Hiệu trưởng trường Đại học Bách Khoa.,